call_type,call_date,zipcode
Medical Incident,1/24/2018,94121
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94105
Medical Incident,1/24/2018,94102
Structure Fire,1/24/2018,94104
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94107
Medical Incident,1/24/2018,94111
Structure Fire,1/24/2018,94118
Medical Incident,1/24/2018,94103
Alarms,1/24/2018,94103
Medical Incident,1/24/2018,94102
Structure Fire,1/24/2018,94109
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94109
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94121
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94109
Medical Incident,1/24/2018,94105
Medical Incident,1/24/2018,94109
Traffic Collision,1/24/2018,94112
Traffic Collision,1/24/2018,94105
Medical Incident,1/24/2018,94115
Alarms,1/24/2018,94103
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94102
Outside Fire,1/24/2018,94110
Medical Incident,1/24/2018,94110
Alarms,1/24/2018,94102
Medical Incident,1/24/2018,94118
Medical Incident,1/24/2018,94109
Gas Leak (Natural and LP Gases),1/24/2018,94107
Gas Leak (Natural and LP Gases),1/24/2018,94107
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94124
Medical Incident,1/24/2018,94107
Medical Incident,1/24/2018,94115
Medical Incident,1/24/2018,94158
Medical Incident,1/24/2018,94105
Alarms,1/24/2018,94110
Medical Incident,1/24/2018,94103
Electrical Hazard,1/24/2018,94116
Vehicle Fire,1/24/2018,94110
Medical Incident,1/24/2018,94124
Medical Incident,1/24/2018,94115
Alarms,1/24/2018,94105
Medical Incident,1/24/2018,94122
Medical Incident,1/24/2018,94112
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94107
Alarms,1/24/2018,94102
Alarms,1/24/2018,94109
Medical Incident,1/24/2018,94131
Medical Incident,1/24/2018,94134
Structure Fire,1/24/2018,94109
Alarms,1/24/2018,94112
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94105
Medical Incident,1/24/2018,94123
Outside Fire,1/24/2018,94123
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94109
Medical Incident,1/24/2018,94127
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94114
Medical Incident,1/24/2018,94102
Traffic Collision,1/24/2018,94134
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94115
Medical Incident,1/24/2018,94118
Traffic Collision,1/24/2018,94158
Medical Incident,1/24/2018,94134
Structure Fire,1/24/2018,94133
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94102
Structure Fire,1/24/2018,94102
Medical Incident,1/24/2018,94102
Traffic Collision,1/24/2018,94112
Structure Fire,1/24/2018,94110
Alarms,1/24/2018,94133
Medical Incident,1/24/2018,94134
Alarms,1/24/2018,94102
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94109
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94109
Gas Leak (Natural and LP Gases),1/24/2018,94122
Structure Fire,1/24/2018,94102
Medical Incident,1/24/2018,94103
Traffic Collision,1/24/2018,94110
Traffic Collision,1/24/2018,94112
Alarms,1/24/2018,94121
Alarms,1/24/2018,94103
Citizen Assist / Service Call,1/24/2018,94103
Alarms,1/24/2018,94121
Citizen Assist / Service Call,1/24/2018,94107
Medical Incident,1/24/2018,94110
Alarms,1/24/2018,94131
Medical Incident,1/24/2018,94102
Alarms,1/24/2018,94107
Fuel Spill,1/24/2018,94110
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94109
Structure Fire,1/24/2018,94104
Alarms,1/24/2018,94123
Medical Incident,1/24/2018,94118
Alarms,1/24/2018,94105
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94134
Structure Fire,1/24/2018,94110
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94105
Medical Incident,1/24/2018,94102
Citizen Assist / Service Call,1/24/2018,94131
Medical Incident,1/24/2018,94107
Medical Incident,1/24/2018,94109
Medical Incident,1/24/2018,94115
Medical Incident,1/24/2018,94117
Medical Incident,1/24/2018,94118
Medical Incident,1/24/2018,94111
Medical Incident,1/24/2018,94114
Alarms,1/24/2018,94115
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94121
Medical Incident,1/24/2018,94109
Structure Fire,1/24/2018,94117
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94122
Medical Incident,1/24/2018,94102
Alarms,1/24/2018,94115
Medical Incident,1/24/2018,94103
Alarms,1/24/2018,94123
Structure Fire,1/24/2018,94133
Traffic Collision,1/24/2018,94103
Medical Incident,1/24/2018,94121
Medical Incident,1/24/2018,94118
Medical Incident,1/24/2018,94114
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94109
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94116
Medical Incident,1/24/2018,94108
Alarms,1/24/2018,94108
Medical Incident,1/24/2018,94114
Medical Incident,1/24/2018,94109
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94124
Medical Incident,1/24/2018,94118
Medical Incident,1/24/2018,94102
Structure Fire,1/24/2018,94133
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94118
Alarms,1/24/2018,94105
Alarms,1/24/2018,94107
Medical Incident,1/24/2018,94117
Medical Incident,1/24/2018,94131
Structure Fire,1/24/2018,94109
Alarms,1/24/2018,94105
Structure Fire,1/24/2018,94118
Alarms,1/24/2018,94121
Medical Incident,1/24/2018,94110
Traffic Collision,1/24/2018,94103
Alarms,1/24/2018,94133
Structure Fire,1/24/2018,94102
Alarms,1/24/2018,94110
Medical Incident,1/24/2018,94102
Traffic Collision,1/24/2018,94102
Medical Incident,1/24/2018,94109
Medical Incident,1/24/2018,94117
Medical Incident,1/24/2018,94109
Medical Incident,1/24/2018,94102
Traffic Collision,1/24/2018,94124
Medical Incident,1/24/2018,94102
Alarms,1/24/2018,94110
Medical Incident,1/24/2018,94124
Medical Incident,1/24/2018,94114
Medical Incident,1/24/2018,94102
Alarms,1/24/2018,94112
Medical Incident,1/24/2018,94117
Medical Incident,1/24/2018,94109
Medical Incident,1/24/2018,94134
Medical Incident,1/24/2018,94102
Alarms,1/24/2018,94103
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94102
Structure Fire,1/24/2018,94109
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94108
Structure Fire,1/24/2018,94109
Structure Fire,1/24/2018,94104
Medical Incident,1/24/2018,94124
Outside Fire,1/24/2018,94110
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94105
Structure Fire,1/24/2018,94112
Medical Incident,1/24/2018,94118
Traffic Collision,1/24/2018,94103
Alarms,1/24/2018,94105
Medical Incident,1/24/2018,94118
Medical Incident,1/24/2018,94107
Medical Incident,1/24/2018,94122
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94124
Medical Incident,1/24/2018,94102
Alarms,1/24/2018,94114
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94102
Structure Fire,1/24/2018,94109
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94124
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94109
Structure Fire,1/24/2018,94110
Medical Incident,1/24/2018,94115
Medical Incident,1/24/2018,94116
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94158
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94131
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94115
Medical Incident,1/24/2018,94110
Structure Fire,1/24/2018,94118
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94110
Structure Fire,1/24/2018,94110
Medical Incident,1/24/2018,94105
Medical Incident,1/24/2018,94114
Medical Incident,1/24/2018,94133
Medical Incident,1/24/2018,94123
Traffic Collision,1/24/2018,94110
Alarms,1/24/2018,94110
Medical Incident,1/24/2018,94118
Gas Leak (Natural and LP Gases),1/24/2018,94122
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94131
Medical Incident,1/24/2018,94109
Medical Incident,1/24/2018,94105
Medical Incident,1/24/2018,94121
Medical Incident,1/24/2018,94102
Traffic Collision,1/24/2018,94110
Medical Incident,1/24/2018,94114
Structure Fire,1/24/2018,94117
Structure Fire,1/24/2018,94109
Medical Incident,1/24/2018,94108
Medical Incident,1/24/2018,94132
Medical Incident,1/24/2018,94109
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94111
Alarms,1/24/2018,94158
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94115
Structure Fire,1/24/2018,94117
Alarms,1/24/2018,94107
Traffic Collision,1/24/2018,94103
Medical Incident,1/24/2018,94107
Medical Incident,1/24/2018,94132
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94121
Medical Incident,1/24/2018,94114
Medical Incident,1/24/2018,94109
Medical Incident,1/24/2018,94109
Structure Fire,1/24/2018,94117
Medical Incident,1/24/2018,94115
Medical Incident,1/24/2018,94122
Alarms,1/24/2018,94102
Medical Incident,1/24/2018,94122
Alarms,1/24/2018,94109
Structure Fire,1/24/2018,94102
Smoke Investigation (Outside),1/24/2018,94131
Structure Fire,1/24/2018,94102
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94102
Traffic Collision,1/24/2018,94114
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94131
Medical Incident,1/24/2018,94112
Structure Fire,1/24/2018,94104
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94131
Medical Incident,1/24/2018,94123
Medical Incident,1/24/2018,94117
Medical Incident,1/24/2018,94103
Structure Fire,1/24/2018,94102
Medical Incident,1/24/2018,94118
Medical Incident,1/24/2018,94133
Alarms,1/24/2018,94102
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94103
Vehicle Fire,1/24/2018,94110
Medical Incident,1/24/2018,94103
Alarms,1/24/2018,94105
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94103
Structure Fire,1/24/2018,94110
Alarms,1/24/2018,94108
Gas Leak (Natural and LP Gases),1/24/2018,94134
Medical Incident,1/24/2018,94134
Medical Incident,1/24/2018,94103
Traffic Collision,1/24/2018,94122
Gas Leak (Natural and LP Gases),1/24/2018,94102
Alarms,1/24/2018,94121
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94109
Medical Incident,1/24/2018,94104
Other,1/24/2018,94116
Structure Fire,1/24/2018,94109
Medical Incident,1/24/2018,94121
Medical Incident,1/24/2018,94133
Medical Incident,1/24/2018,94104
Medical Incident,1/24/2018,94112
Structure Fire,1/24/2018,94104
Medical Incident,1/24/2018,94117
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94115
Medical Incident,1/24/2018,94107
Medical Incident,1/24/2018,94109
Gas Leak (Natural and LP Gases),1/24/2018,94122
Structure Fire,1/24/2018,94104
Structure Fire,1/24/2018,94118
Citizen Assist / Service Call,1/24/2018,94115
Medical Incident,1/24/2018,94109
Other,1/24/2018,94134
Medical Incident,1/24/2018,94134
Alarms,1/24/2018,94110
Alarms,1/24/2018,94110
Alarms,1/24/2018,94103
Alarms,1/24/2018,94105
Traffic Collision,1/24/2018,94105
Medical Incident,1/24/2018,94124
Alarms,1/24/2018,94105
Medical Incident,1/24/2018,94109
Structure Fire,1/24/2018,94104
Medical Incident,1/24/2018,94121
Medical Incident,1/24/2018,94134
Medical Incident,1/24/2018,94103
Traffic Collision,1/24/2018,94134
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94107
Medical Incident,1/24/2018,94123
Structure Fire,1/24/2018,94109
Traffic Collision,1/24/2018,94118
Alarms,1/24/2018,94104
Medical Incident,1/24/2018,94132
Alarms,1/24/2018,94109
Medical Incident,1/24/2018,94107
Medical Incident,1/24/2018,94102
Structure Fire,1/24/2018,94109
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94122
Medical Incident,1/24/2018,94131
Medical Incident,1/24/2018,94127
Medical Incident,1/24/2018,94109
Medical Incident,1/24/2018,94117
Alarms,1/24/2018,94131
Medical Incident,1/24/2018,94158
Structure Fire,1/24/2018,94102
Medical Incident,1/24/2018,94133
Medical Incident,1/24/2018,94124
Gas Leak (Natural and LP Gases),1/24/2018,94115
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94124
Alarms,1/24/2018,94123
Alarms,1/24/2018,94103
Alarms,1/24/2018,94105
Medical Incident,1/24/2018,94111
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94111
Structure Fire,1/24/2018,94117
Traffic Collision,1/24/2018,94102
Medical Incident,1/24/2018,94121
Structure Fire,1/24/2018,94111
Medical Incident,1/24/2018,94112
Medical Incident,1/24/2018,94131
Medical Incident,1/24/2018,94109
Medical Incident,1/24/2018,94102
Structure Fire,1/24/2018,94109
Structure Fire,1/24/2018,94102
Medical Incident,1/24/2018,94102
Structure Fire,1/24/2018,94109
Other,1/24/2018,94134
Alarms,1/24/2018,94102
Alarms,1/24/2018,94110
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94109
Medical Incident,1/24/2018,94102
Structure Fire,1/24/2018,94112
Medical Incident,1/24/2018,94133
Medical Incident,1/24/2018,94103
Alarms,1/24/2018,94104
Alarms,1/24/2018,94121
Medical Incident,1/24/2018,94117
Medical Incident,1/24/2018,94109
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94102
Alarms,1/24/2018,94105
Medical Incident,1/24/2018,94103
Alarms,1/24/2018,94105
Alarms,1/24/2018,94103
Medical Incident,1/24/2018,94111
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94158
Medical Incident,1/24/2018,94105
Medical Incident,1/24/2018,94131
Medical Incident,1/24/2018,94121
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94117
Medical Incident,1/24/2018,94103
Structure Fire,1/24/2018,94118
Structure Fire,1/24/2018,94118
Outside Fire,1/24/2018,94110
Other,1/24/2018,94109
Medical Incident,1/24/2018,94108
Medical Incident,1/24/2018,94109
Outside Fire,1/24/2018,94110
Medical Incident,1/24/2018,94109
Alarms,1/24/2018,94105
Structure Fire,1/24/2018,94104
Outside Fire,1/24/2018,94124
Medical Incident,1/24/2018,94110
Alarms,1/24/2018,94105
Traffic Collision,1/24/2018,94114
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94107
Medical Incident,1/24/2018,94132
Traffic Collision,1/24/2018,94112
Medical Incident,1/24/2018,94102
Alarms,1/24/2018,94103
Structure Fire,1/24/2018,94102
Medical Incident,1/24/2018,94131
Medical Incident,1/24/2018,94111
Medical Incident,1/24/2018,94121
Traffic Collision,1/24/2018,94118
Medical Incident,1/24/2018,94133
Alarms,1/24/2018,94114
Traffic Collision,1/24/2018,94114
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94109
Alarms,1/24/2018,94105
Medical Incident,1/24/2018,94108
Medical Incident,1/24/2018,94108
Medical Incident,1/24/2018,94122
Medical Incident,1/24/2018,94103
Structure Fire,1/24/2018,94109
Alarms,1/24/2018,94133
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94122
Medical Incident,1/24/2018,94133
Medical Incident,1/24/2018,94116
Structure Fire,1/24/2018,94104
Medical Incident,1/24/2018,94115
Medical Incident,1/24/2018,94104
Medical Incident,1/24/2018,94115
Alarms,1/24/2018,94112
Medical Incident,1/24/2018,94133
Medical Incident,1/24/2018,94112
Outside Fire,1/24/2018,94123
Medical Incident,1/24/2018,94118
Structure Fire,1/24/2018,94104
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94117
Medical Incident,1/24/2018,94111
Medical Incident,1/24/2018,94116
Alarms,1/24/2018,94115
Medical Incident,1/24/2018,94122
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94109
Medical Incident,1/24/2018,94103
Structure Fire,1/24/2018,94109
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94122
Structure Fire,1/24/2018,94109
Structure Fire,1/24/2018,94118
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94109
Alarms,1/24/2018,94102
Structure Fire,1/24/2018,94109
Medical Incident,1/24/2018,94105
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94103
Structure Fire,1/24/2018,94109
Traffic Collision,1/24/2018,94112
Medical Incident,1/24/2018,94117
Medical Incident,1/24/2018,94103
Structure Fire,1/24/2018,94102
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94158
Medical Incident,1/24/2018,94102
Outside Fire,1/24/2018,94110
Structure Fire,1/24/2018,94117
Medical Incident,1/24/2018,94131
Medical Incident,1/24/2018,94107
Smoke Investigation (Outside),1/24/2018,94131
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94117
Medical Incident,1/24/2018,94111
Medical Incident,1/24/2018,94109
Structure Fire,1/24/2018,94102
Alarms,1/24/2018,94105
Structure Fire,1/24/2018,94104
Medical Incident,1/24/2018,94111
Medical Incident,1/24/2018,94111
Medical Incident,1/24/2018,94117
Medical Incident,1/24/2018,94131
Medical Incident,1/24/2018,94122
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94108
Structure Fire,1/24/2018,94103
Medical Incident,1/24/2018,94105
Medical Incident,1/24/2018,94118
Medical Incident,1/24/2018,94109
Medical Incident,1/24/2018,94107
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94114
Medical Incident,1/24/2018,94117
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94124
Medical Incident,1/24/2018,94131
Medical Incident,1/24/2018,94109
Medical Incident,1/24/2018,94112
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94124
Alarms,1/24/2018,94110
Medical Incident,1/24/2018,94158
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94108
Medical Incident,1/24/2018,94103
Alarms,1/24/2018,94123
Alarms,1/24/2018,94107
Medical Incident,1/24/2018,94117
Medical Incident,1/24/2018,94109
Medical Incident,1/24/2018,94108
Structure Fire,1/24/2018,94110
Structure Fire,1/24/2018,94103
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94109
Medical Incident,1/24/2018,94123
Medical Incident,1/24/2018,94103
Alarms,1/24/2018,94107
Medical Incident,1/24/2018,94102
Alarms,1/24/2018,94107
Structure Fire,1/24/2018,94102
Medical Incident,1/24/2018,94107
Traffic Collision,1/24/2018,94124
Medical Incident,1/24/2018,94124
Medical Incident,1/24/2018,94107
Medical Incident,1/24/2018,94102
Structure Fire,1/24/2018,94110
Alarms,1/24/2018,94109
Medical Incident,1/24/2018,94122
Traffic Collision,1/24/2018,94103
Medical Incident,1/24/2018,94109
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94102
Alarms,1/24/2018,94105
Medical Incident,1/24/2018,94115
Medical Incident,1/24/2018,94121
Alarms,1/24/2018,94110
Medical Incident,1/24/2018,94112
Alarms,1/24/2018,94114
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94134
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94118
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94109
Alarms,1/24/2018,94103
Medical Incident,1/24/2018,94109
Medical Incident,1/24/2018,94132
Alarms,1/24/2018,94133
Alarms,1/24/2018,94115
Alarms,1/24/2018,94105
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94124
Medical Incident,1/24/2018,94111
Medical Incident,1/24/2018,94102
Structure Fire,1/24/2018,94102
Medical Incident,1/24/2018,94114
Medical Incident,1/24/2018,94133
Structure Fire,1/24/2018,94110
Medical Incident,1/24/2018,94121
Medical Incident,1/24/2018,94118
Structure Fire,1/24/2018,94111
Medical Incident,1/24/2018,94117
Medical Incident,1/24/2018,94115
Medical Incident,1/24/2018,94122
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94121
Medical Incident,1/24/2018,94109
Medical Incident,1/24/2018,94124
Structure Fire,1/24/2018,94102
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94102
Structure Fire,1/24/2018,94110
Alarms,1/24/2018,94123
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94107
Traffic Collision,1/24/2018,94114
Alarms,1/24/2018,94104
Medical Incident,1/24/2018,94117
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94112
Medical Incident,1/24/2018,94122
Alarms,1/24/2018,94158
Medical Incident,1/24/2018,94103
Structure Fire,1/24/2018,94117
Medical Incident,1/24/2018,94131
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94105
Medical Incident,1/24/2018,94103
Structure Fire,1/24/2018,94110
Structure Fire,1/24/2018,94109
Medical Incident,1/24/2018,94131
Medical Incident,1/24/2018,94134
Structure Fire,1/24/2018,94110
Medical Incident,1/24/2018,94117
Alarms,1/24/2018,94108
Medical Incident,1/24/2018,94102
Structure Fire,1/24/2018,94102
Medical Incident,1/24/2018,94117
Medical Incident,1/24/2018,94105
Alarms,1/24/2018,94109
Medical Incident,1/24/2018,94105
Traffic Collision,1/24/2018,94114
Alarms,1/24/2018,94108
Medical Incident,1/24/2018,94103
Structure Fire,1/24/2018,94110
Elevator / Escalator Rescue,1/24/2018,94109
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94134
Traffic Collision,1/24/2018,94110
Alarms,1/24/2018,94105
Medical Incident,1/24/2018,94107
Medical Incident,1/24/2018,94102
Structure Fire,1/24/2018,94102
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94107
Alarms,1/24/2018,94123
Alarms,1/24/2018,94105
Medical Incident,1/24/2018,94109
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94102
Medical Incident,1/24/2018,94133
Medical Incident,1/24/2018,94102
Structure Fire,1/24/2018,94102
Citizen Assist / Service Call,1/24/2018,94110
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94118
Structure Fire,1/24/2018,94117
Medical Incident,1/24/2018,94102
Gas Leak (Natural and LP Gases),1/24/2018,94107
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94124
Medical Incident,1/24/2018,94122
Alarms,1/24/2018,94110
Medical Incident,1/24/2018,94133
Medical Incident,1/24/2018,94122
Medical Incident,1/24/2018,94117
Medical Incident,1/24/2018,94124
Medical Incident,1/24/2018,94109
Medical Incident,1/24/2018,94122
Outside Fire,1/24/2018,94110
Structure Fire,1/24/2018,94117
Medical Incident,1/24/2018,94102
Structure Fire,1/24/2018,94109
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94103
Medical Incident,1/24/2018,94103
Alarms,1/24/2018,94105
Medical Incident,1/24/2018,94107
Outside Fire,1/24/2018,94124
Structure Fire,1/24/2018,94117
Medical Incident,1/24/2018,94116
Medical Incident,1/24/2018,94118
Medical Incident,1/24/2018,94109
Alarms,1/24/2018,94133
Medical Incident,1/24/2018,94109
Structure Fire,1/24/2018,94102
Structure Fire,1/24/2018,94102
Medical Incident,1/24/2018,94108
Medical Incident,1/24/2018,94110
Medical Incident,1/24/2018,94102
Alarms,1/24/2018,94103
Medical Incident,1/24/2018,94134
Structure Fire,1/24/2018,94118
Medical Incident,1/24/2018,94108
Medical Incident,1/24/2018,94124
Structure Fire,1/24/2018,94118
Medical Incident,1/24/2018,94114
